DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2005-0597-HTI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Alpha,HTI,Haiti,Latin America and the Caribbean,Americas,"Dame Marie, Les Irois villages (Anse-D'Ainault district, Grande Anse province), Carrefour, Gressier, Port-au-Prince villages (Port-Au-Prince district, Ouest province), Leogane district (Ouest province), Anse à Pitre village (Belle Anse district, Sud Est province), Jacmel district (Sud Est province), Anse Rouge village (Gros Morne district, Artibonite province), Hinche district (Centre province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2005,10,22,2005,10,24,12,17,2175,,2192,,,,,,,64.09274026,"[{""adm2_code"":17167,""adm2_name"":""Gros Morne""},{""adm2_code"":17172,""adm2_name"":""Hinche""},{""adm2_code"":17197,""adm2_name"":""Leogane""},{""adm2_code"":17198,""adm2_name"":""Port-Au-Prince""},{""adm2_code"":17200,""adm2_name"":""Belle Anse""},{""adm2_code"":17201,""adm2_name"":""Jacmel""},{""adm2_code"":17175,""adm2_name"":""Anse-D'Ainault""}]",2006-10-12,2023-09-25
2007-0164-IRN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2007-000075,Cyclone 'Gonu',IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Ghalehganj villages (Kahnug district, Kerman province), Chahbahar, Zarabad, Konarak, Kahir villages (Chahbahar district, Sistan-o baluchestan province), Sarbaz, Iranshahr villages (Iranshahr district, Sistan-o baluchestan province), Zahedan, Khash, Saravan, Nikshahr districts (Sistan-o baluchestan province), Jask, Bandar-e abbas, Geshm districts (Hormozgan province)",,Flood,No,No,No,,220,Kph,,,,2007,6,6,2007,6,10,12,9,185000,,185009,,,,,,,68.04767383,"[{""adm2_code"":40896,""adm2_name"":""Bandar-e abbas""},{""adm2_code"":40963,""adm2_name"":""Geshm""},{""adm2_code"":40979,""adm2_name"":""Jask""},{""adm2_code"":40985,""adm2_name"":""Kahnug""},{""adm2_code"":40918,""adm2_name"":""Chahbahar""},{""adm2_code"":40976,""adm2_name"":""Iranshahr""},{""adm2_code"":40997,""adm2_name"":""Khash""},{""adm2_code"":41051,""adm2_name"":""Nikshahr""},{""adm2_code"":41090,""adm2_name"":""Saravan""},{""adm2_code"":41139,""adm2_name"":""Zahedan""}]",2008-08-04,2023-09-25
2008-0043-MDG,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Cyclone ""Fame""",MDG,Madagascar,Sub-Saharan Africa,Africa,"Melaky, Boeny, Analamanga provinces",,Flood,No,No,No,,130,Kph,,,,2008,1,27,2008,1,27,12,,5457,3156,8613,,,,,,,70.66008903,"[{""adm1_code"":41752,""adm1_name"":""Analamanga""},{""adm1_code"":41760,""adm1_name"":""Boeny""},{""adm1_code"":41766,""adm1_name"":""Melaky""}]",2008-02-14,2023-09-25
2008-0338-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical Storm ""Fay""",USA,United States of America,Northern America,Americas,"Florida, Georgia, Alabama, Mississippi provinces",,Flood,No,No,Yes,,100,Kph,,,,2008,8,20,2008,8,28,12,,400,,400,,,,,180000,254741,70.66008903,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2009-01-06,2023-09-25
2008-0352-JAM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2008-000143,"Hurricane ""Gustav""",JAM,Jamaica,Latin America and the Caribbean,Americas,"Saint Catherine, Saint Andrew And Kingston, Portland, Saint Thomas, Saint Mary provinces",,Flood|Surge,Yes,No,No,,,Kph,,,,2008,8,28,2008,8,29,12,,4000,,4000,,,,,66198,93685,70.66008903,"[{""adm1_code"":1639,""adm1_name"":""Portland""},{""adm1_code"":1640,""adm1_name"":""Saint Andrew And Kingston""},{""adm1_code"":1642,""adm1_name"":""Saint Catherine""},{""adm1_code"":1645,""adm1_name"":""Saint Mary""},{""adm1_code"":1646,""adm1_name"":""Saint Thomas""}]",2009-05-29,2023-09-25
2008-0426-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FF-2008-000173,"Typhoon ""Hagupit"" (Nina)",CHN,China,Eastern Asia,Asia,"Maoming, Yangjiang, Zhanjiang districts (Guangdong province), Guangxi Zhuangzu Zizhiqu, Sichuan Sheng provinces",,,No,No,No,,,Kph,,,,2008,9,24,2008,9,25,12,,,,,,,,,824000,1166146,70.66008903,"[{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm2_code"":13035,""adm2_name"":""Zhanjiang""},{""adm2_code"":13036,""adm2_name"":""Maoming""},{""adm2_code"":13042,""adm2_name"":""Yangjiang""}]",2009-01-06,2023-09-25
2008-0644-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,"Jamalpur, Mymensingh, Netrakona, Sherpur districts (Dhaka province), Bogra district (Rajshahi province), Gaibandha, Kurigram districts (Rangpur province), Sunamganj, Sylhet provinces (Sylhet province)",,,No,No,No,,100,Kph,,,,2008,3,22,2008,3,22,12,200,,,200,,,,,,,70.66008903,"[{""adm2_code"":5782,""adm2_name"":""Jamalpur""},{""adm2_code"":5787,""adm2_name"":""Mymensingh""},{""adm2_code"":5790,""adm2_name"":""Netrakona""},{""adm2_code"":5793,""adm2_name"":""Sherpur""},{""adm2_code"":5823,""adm2_name"":""Sunamganj""},{""adm2_code"":5824,""adm2_name"":""Sylhet""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""}]",2009-03-18,2023-09-25
2009-0047-MDG,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2009-000019,Cyclones Eric and Fanele,MDG,Madagascar,Sub-Saharan Africa,Africa,"Ambositra district (Amoron I Mania province), Menabe, Sofia, Sava, Atsinanana, Analanjirofo provinces",,Flood,Yes,No,No,945,210,Kph,-17.69,46.42,,2009,1,19,2009,1,22,12,,58493,4012,62505,,,,,,,70.40886176,"[{""adm1_code"":41753,""adm1_name"":""Analanjirofo""},{""adm1_code"":41758,""adm1_name"":""Atsinanana""},{""adm1_code"":41767,""adm1_name"":""Menabe""},{""adm1_code"":41768,""adm1_name"":""Sava""},{""adm1_code"":41769,""adm1_name"":""Sofia""},{""adm2_code"":154515,""adm2_name"":""Ambositra""}]",2010-03-05,2023-09-25
2009-0204-BTN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2009-000105,"Cyclone ""Aila""",BTN,Bhutan,Southern Asia,Asia,"Chhukha, Dagana, Gasa, Haa, Paro, Punakha, Samtse, Thimphu, Tsirang, Wangduephodrang provinces",,,No,No,No,,,Kph,,,,2009,5,25,2009,5,26,12,,,,,,,,,,,70.40886176,"[{""adm1_code"":623,""adm1_name"":""Chhukha""},{""adm1_code"":625,""adm1_name"":""Gasa""},{""adm1_code"":629,""adm1_name"":""Paro""},{""adm1_code"":631,""adm1_name"":""Punakha""},{""adm1_code"":635,""adm1_name"":""Thimphu""},{""adm1_code"":639,""adm1_name"":""Tsirang""},{""adm1_code"":640,""adm1_name"":""Wangduephodrang""},{""adm1_code"":41308,""adm1_name"":""Dagana""},{""adm1_code"":41309,""adm1_name"":""Haa""},{""adm1_code"":41312,""adm1_name"":""Samtse""}]",2010-01-15,2023-09-25
2009-0316-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Etau""",JPN,Japan,Eastern Asia,Asia,"Hyoogo, Okayama provinces",,Flood,No,No,No,,,Kph,,,,2009,8,10,2009,8,10,12,,2000,,2000,,,,,,,70.40886176,"[{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1680,""adm1_name"":""Okayama""}]",2009-08-13,2023-09-25
2010-0479-KOR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Kompasu,KOR,Republic of Korea,Eastern Asia,Asia,"Chungchongnam-do, Chollanam-do, Kwangju, Inchon, Seoul provinces",,,No,No,No,,120,Kph,,,,2010,9,2,2010,9,2,12,,41500,,41500,,,,,,,71.56359558,"[{""adm1_code"":2433,""adm1_name"":""Chollanam-do""},{""adm1_code"":2435,""adm1_name"":""Chungchongnam-do""},{""adm1_code"":2436,""adm1_name"":""Inchon""},{""adm1_code"":2438,""adm1_name"":""Kwangju""},{""adm1_code"":2443,""adm1_name"":""Seoul""}]",2010-10-14,2023-09-25
2010-0494-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Karl',MEX,Mexico,Latin America and the Caribbean,Americas,"Campeche, Veracruz, Tabasco, Puebla provinces",,Flood,No,No,Yes,50,195,Kph,,,,2010,9,15,2010,9,17,12,,230000,,230000,,,150000,209604,3900000,5449698,71.56359558,"[{""adm1_code"":2031,""adm1_name"":""Campeche""},{""adm1_code"":2048,""adm1_name"":""Puebla""},{""adm1_code"":2054,""adm1_name"":""Tabasco""},{""adm1_code"":2057,""adm1_name"":""Veracruz""}]",2011-03-03,2023-09-25
2012-0276-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ernesto,MEX,Mexico,Latin America and the Caribbean,Americas,"Tabasco, Veracruz, Guerrero, Quintana Roo, Puebla, Oaxaca provinces",,,No,No,No,,,Kph,,,,2012,8,10,2012,8,10,12,,,,,,,15000,19907,300000,398140,75.3503857,"[{""adm1_code"":2039,""adm1_name"":""Guerrero""},{""adm1_code"":2047,""adm1_name"":""Oaxaca""},{""adm1_code"":2048,""adm1_name"":""Puebla""},{""adm1_code"":2050,""adm1_name"":""Quintana Roo""},{""adm1_code"":2054,""adm1_name"":""Tabasco""},{""adm1_code"":2057,""adm1_name"":""Veracruz""}]",2013-02-07,2023-09-25
2012-0498-WSM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2012-000201,Cyclone Evan,WSM,Samoa,Polynesia,Oceania,Samoa province,,Flood,Yes,No,No,3458,,Kph,,,,2012,12,13,2012,12,13,12,,12703,,12703,,,,,133000,176509,75.3503857,"[{""adm1_code"":2618,""adm1_name"":""Administrative unit not available""}]",2014-07-29,2023-09-25
2014-0096-VUT,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2014-000033,Tropical cylone Lusi,VUT,Vanuatu,Melanesia,Oceania,"Western Pentecost, East Ambae, Maewo areas (Penama province), Western Ambrym area (Malampa province), South Santo area (Sanma province), Gaua, Vanua Lava areas (Torba province), Shepherd area (Shefa province)",,Flood,No,No,No,,140,Kph,,,,2014,3,9,2014,3,12,12,6,20000,,20006,,,,,2000,2574,77.69440613,"[{""adm1_code"":3296,""adm1_name"":""Malampa""},{""adm1_code"":3297,""adm1_name"":""Penama""},{""adm1_code"":3298,""adm1_name"":""Sanma""},{""adm1_code"":3299,""adm1_name"":""Shefa""},{""adm1_code"":3301,""adm1_name"":""Torba""}]",2014-04-09,2023-09-25
2014-0474-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Sinlaku' (Queenie),PHL,Philippines,South-eastern Asia,Asia,"Palawan district (Region IV (Southern Tagalog) province), Negros Occidental district (Region VI (Western Visayas) province), Bohol, Cebu, Negros Oriental districts (Region VII (Central Visayas) province), Southern Leyte district (Region VIII (Eastern Visayas) province), Misamis Occidental, Misamis Oriental districts (Region X (Northern Mindanao) province), Davao del Sur district (Region XI (Davao Region) province), Dinagat, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province)",,Flood,No,No,No,,,Kph,,,,2014,11,27,2014,11,28,12,,4695,,4695,,,,,,,77.69440613,"[{""adm2_code"":24251,""adm2_name"":""Negros Occidental""},{""adm2_code"":24252,""adm2_name"":""Bohol""},{""adm2_code"":24253,""adm2_name"":""Cebu""},{""adm2_code"":24254,""adm2_name"":""Negros Oriental""},{""adm2_code"":24260,""adm2_name"":""Southern Leyte""},{""adm2_code"":24278,""adm2_name"":""Surigao Del Sur""},{""adm2_code"":67168,""adm2_name"":""Dinagat""},{""adm2_code"":67169,""adm2_name"":""Surigao Del Norte""},{""adm2_code"":24264,""adm2_name"":""Misamis Occidental""},{""adm2_code"":24265,""adm2_name"":""Misamis Oriental""},{""adm2_code"":24268,""adm2_name"":""Davao Del Sur""},{""adm2_code"":24233,""adm2_name"":""Palawan""}]",2014-12-12,2023-09-25
2017-0105-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2017-000031,Debbie,AUS,Australia,Australia and New Zealand,Oceania,"Logan region; Queensland; Nouvelle-Galles du Sud, au sud du Queensland, Sydney; Bowen (Whitsunday), Mackay, Proserpine (Whitsunday), Airlie beach (Whitsunday Isl.)",,Flood,No,No,No,,263,Kph,,,Logan river,2017,3,27,2017,4,6,12,,45000,,45000,,,1400000,1740303,2700000,3356298,80.44577926,"[{""adm2_code"":154637,""adm2_name"":""Sydney (C)""},{""adm2_code"":154677,""adm2_name"":""Logan (C)""},{""adm2_code"":154679,""adm2_name"":""Mackay (R)""},{""adm2_code"":154701,""adm2_name"":""Whitsunday (R)""}]",2017-04-19,2023-09-25
2017-0381-MAF,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2017-000132,Hurricane 'Irma',MAF,Saint Martin (French Part),Latin America and the Caribbean,Americas,,,,Yes,No,No,,,Kph,,,,2017,9,8,2017,9,9,12,110,,,110,,,1231200,1530472,4100000,5096601,80.44577926,,2017-09-21,2023-09-25
2017-0485-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Pakhar'/'Jolina',CHN,China,Eastern Asia,Asia,"Guangdong, Fujian, Guangxi Zhuang, Hainan, Yunnan",,,No,No,No,,,Kph,,,,2017,8,27,2017,8,27,12,,300,,300,,,,,56000,69612,80.44577926,"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2017-11-23,2023-09-25
2018-0399-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Yutu' (Rosita),PHL,Philippines,South-eastern Asia,Asia,"Ilocos norte, Ilocos Sur, la Union, Pangasinan (Region 1 - Ilocos); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Nueva Ecija, Tarlac, Zambales (Region III - Central Luzon); Northern Samar (REgion VIII - Eastern Visayas); Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (CAR)",,"Slide (land, mud, snow, rock)",No,No,No,,210,Kph,,,,2018,10,30,2018,10,30,12,2,253298,,253300,,,,,305000,370098,82.41066796,"[{""adm2_code"":24204,""adm2_name"":""Abra""},{""adm2_code"":24205,""adm2_name"":""Apayao""},{""adm2_code"":24206,""adm2_name"":""Benguet""},{""adm2_code"":24207,""adm2_name"":""Ifugao""},{""adm2_code"":24208,""adm2_name"":""Kalinga""},{""adm2_code"":24209,""adm2_name"":""Mountain Province""},{""adm2_code"":24211,""adm2_name"":""Ilocos Norte""},{""adm2_code"":24212,""adm2_name"":""Ilocos Sur""},{""adm2_code"":24213,""adm2_name"":""La Union""},{""adm2_code"":24214,""adm2_name"":""Pangasinan""},{""adm2_code"":24216,""adm2_name"":""Cagayan""},{""adm2_code"":24217,""adm2_name"":""Isabela""},{""adm2_code"":24218,""adm2_name"":""Nueva Vizcaya""},{""adm2_code"":24219,""adm2_name"":""Quirino""},{""adm2_code"":24259,""adm2_name"":""Northern Samar""},{""adm2_code"":24222,""adm2_name"":""Nueva Ecija""},{""adm2_code"":24224,""adm2_name"":""Tarlac""},{""adm2_code"":24225,""adm2_name"":""Zambales""},{""adm2_code"":24226,""adm2_name"":""Aurora""}]",2018-11-05,2023-09-25
2019-0550-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2019-000147,Tropical cyclone 'Bulbul',IND,India,Southern Asia,Asia,"South Assam, Meghalaya, Tripura, Mizoram, West Begal, Odisha state",,,No,No,No,,,Kph,,,,2019,11,9,2019,11,10,12,,130000,,130000,,,,,,,83.90417006,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1501,""adm1_name"":""Meghalaya""},{""adm1_code"":1502,""adm1_name"":""Mizoram""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1509,""adm1_name"":""Tripura""},{""adm1_code"":1511,""adm1_name"":""West Bengal""}]",2019-11-19,2023-09-25
2020-0474-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2020-000218,Hurricane 'Eta',USA,United States of America,Northern America,Americas,"Florida, North Carolina, Virginia",,Flood|Surge,No,No,No,,100,Kph,,,,2020,11,8,2020,11,12,12,,,,,,,,,1500000,1765969,84.93919813,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2020-12-10,2023-09-25
2022-0239-MDG,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Jasmine',MDG,Madagascar,Sub-Saharan Africa,Africa,"Toliara I, Toliara II, Morombe, Sakaraha, Betioky Atsimo, Ankazoabo, Benenitra and Ampanihy",,,No,No,No,,53,Kph,,,,2022,4,26,2022,4,27,12,,4800,,4800,,,,,,,96.04634213,"[{""adm2_code"":154538,""adm2_name"":""Ampanihy Ouest""},{""adm2_code"":154539,""adm2_name"":""Ankazoabo""},{""adm2_code"":154540,""adm2_name"":""Benenitra""},{""adm2_code"":154542,""adm2_name"":""Betioky Atsimo""},{""adm2_code"":154544,""adm2_name"":""Sakaraha""},{""adm2_code"":154545,""adm2_name"":""Toliary-I""},{""adm2_code"":154546,""adm2_name"":""Toliary-II""}]",2022-04-27,2023-09-25
2022-0577-KOR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Hinnamnor',KOR,Republic of Korea,Eastern Asia,Asia,"Jeju Isl., Busan, Pohang, Sancheong, Ulsan, Namhe, Tongyeong, Jindo, Sinan",,Flood,No,No,No,,,Kph,,,,2022,9,4,2022,9,6,12,3,36000,,36003,,,,,,,96.04634213,,2022-09-06,2023-09-26
2024-0666-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Bebinca',PHL,Philippines,South-eastern Asia,Asia,,,Flood,No,No,No,,,Kph,,,,2024,9,16,2024,9,16,12,11,203000,,203011,,,,,,,,,2024-09-30,2024-10-21
1948-0012-CUB,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,CUB,Cuba,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,1948,10,5,1948,10,5,11,300,,,300,,,,,6000,76187,7.875340659,,2003-07-01,2023-09-25
1963-0029-JAM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Flora,JAM,Jamaica,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,1963,10,3,1963,10,3,11,,,,,,,,,11525,114667,10.05081019,,2003-07-01,2023-09-25
1969-0080-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Viola,PHL,Philippines,South-eastern Asia,Asia,North,,,No,No,No,,,Kph,,,,1969,7,21,1969,7,21,11,,,,,,,,,,,12.03909708,,2003-07-01,2023-09-25
1970-0039-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Celia,USA,United States of America,Northern America,Americas,Texas,,,No,No,No,,,Kph,,,,1970,8,3,1970,8,3,11,,,,,,,,,450000,3531636,12.74196873,,2003-07-01,2023-09-25
1974-0058-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Irma (Bidang),PHL,Philippines,South-eastern Asia,Asia,South Luzon,,,No,No,No,,,Kph,,,,1974,11,23,1974,11,23,11,,,5000,5000,,,,,7300,45110,16.18249195,,2003-07-01,2023-09-25
1974-0091-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Wanda,AUS,Australia,Australia and New Zealand,Oceania,Brisbane (Queensland),,,No,No,No,,,Kph,,,,1974,1,,1974,1,,11,,,,,,,,,296717,1833568,16.18249195,,2003-07-01,2023-09-25
1980-0038-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,,,,No,No,No,,,Kph,,,,1980,4,,1980,4,,11,50,1000,,1050,,,,,,,27.0455806,,2003-07-01,2023-09-25
1982-0057-MMR,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,MMR,Myanmar,South-eastern Asia,Asia,South West,,,No,No,No,,,Kph,,,,1982,5,4,1982,5,4,11,,36000,,36000,,,,,,,31.67031875,,2003-07-01,2023-09-25
1985-0111-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Gloria,USA,United States of America,Northern America,Americas,East Coast,,,No,No,No,,249,Kph,,,,1985,9,27,1985,9,27,11,,,,,,,,,900000,2549410,35.30228249,,2003-07-01,2023-09-25
1986-0062-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Rajasthan state,,,No,No,No,,,Kph,,,,1986,5,16,1986,5,16,11,100,,,100,,,,,,,35.97234376,,2003-07-01,2023-09-25
1986-0103-IRL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Charlie,IRL,Ireland,Northern Europe,Europe,East and South regions,,,No,No,No,,,Kph,,,,1986,8,25,1986,8,25,11,,,,,,,,,,,35.97234376,,2003-07-01,2023-09-25
1988-0479-VEN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Joan,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,1988,10,,1988,10,,11,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1989-0115-ANT,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hugo,ANT,Netherlands Antilles,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,1989,9,17,1989,9,17,11,,,,,,,,,50000,122897,40.68459958,,2006-12-14,2023-09-25
1989-0115-MSR,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hugo,MSR,Montserrat,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,1989,9,17,1989,9,17,11,40,,12000,12040,,,,,240000,589904,40.68459958,,2005-01-27,2023-09-25
1989-0132-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hunt (Unsing),PHL,Philippines,South-eastern Asia,Asia,"Battan, Bulacan, Pampanga, North Metro Manila, Calauag Popillio Isl., northern Samar, Neava Ecija, Quezon, Rizal, Tarlac provinces",,,No,No,No,,160,Kph,,,,1989,11,22,1989,11,22,11,1,12837,212,13050,,,,,325,799,40.68459958,,2003-07-01,2023-09-25
1989-0447-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Allison,USA,United States of America,Northern America,Americas,"Texas, Louisiana, Mississippi",,,No,No,No,,,Kph,,,,1989,6,24,1989,7,1,11,,,,,,,45000,110607,500000,1228966,40.68459958,,2008-04-04,2024-06-05
1991-0384-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Gladys,JPN,Japan,Eastern Asia,Asia,Kyushu Isl.,,,No,No,No,,100,Kph,,,,1991,8,20,1991,8,20,11,,,,,,,3000,6712,5000,11187,44.69672184,,2003-07-01,2023-09-25
1992-0314-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Yancy,JPN,Japan,Eastern Asia,Asia,Kyushu Isl.,,,No,No,No,,180,Kph,,,,1992,9,3,1992,9,3,11,86,,,86,,,,,,,46.05050371,,2003-07-01,2023-09-25
1992-0492-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Omar (Lusing),PHL,Philippines,South-eastern Asia,Asia,Luzon Isl.,,,No,No,No,,205,Kph,,,,1992,8,31,1992,8,31,11,1,171603,1965,173569,,,,,,,46.05050371,,2003-07-01,2023-09-25
1994-0071-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Yunya (Norming),PHL,Philippines,South-eastern Asia,Asia,"Pampanga, Bulacan, Bataan, Zambales, Tarlac, Ilocos Sur, Olongapo, Angeles",,,No,No,No,,,Kph,,,,1994,7,19,1994,7,19,11,7,420721,,420728,,,,,37600,77293,48.6459381,,2003-07-01,2023-09-25
1994-0074-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Caitlin (Pasing),PHL,Philippines,South-eastern Asia,Asia,"Pampanga, Zambales, Metro Manila (Luzon)",,,No,No,No,,,Kph,,,,1994,8,2,1994,8,2,11,,14000,,14000,,,,,,,48.6459381,,2003-07-01,2023-09-25
1995-0404-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Erin,USA,United States of America,Northern America,Americas,"Florida, Alabama, Mississipi",,Flood,No,No,No,,135,Kph,,,,1995,7,31,1995,8,6,11,,6000,,6000,,,375000,749840,700000,1399702,50.01065676,,2006-10-12,2023-09-25
